,GenBank ID,Accession,Description,Collection Date,Geographic Location,Sequence Length,Host,Intervals Total Length,Intervals Mean Length
268,MG923466.1,MG923466.1,"Middle East respiratory syndrome-related coronavirus isolate MERS-CoV camel/Ethiopia/AAU-EPHI-HKU4412/2017, complete genome",15-Mar-2017,['Ethiopia'],30047,Camelus dromedarius,324.0,9.818181818181818
269,MG596803.1,MG596803.1,"Middle East respiratory syndrome-related coronavirus isolate Bat-CoV/P.khulii/Italy/206645-63/2011, complete genome",2011,['Italy'],30039,Pipistrellus kuhlii,284.0,9.793103448275861
270,MG596802.1,MG596802.1,"Middle East respiratory syndrome-related coronavirus isolate Bat-CoV/H.savii/Italy/206645-40/2011, complete genome",2011,['Italy'],30048,Hypsugo savii,286.0,9.862068965517242
271,KY688124.1,KY688124.1,"Middle East respiratory syndrome-related coronavirus strain Hu/Hufuf-KSA-11401/2015, complete genome",20-May-2015,['Saudi Arabia'],30102,Homo sapiens,324.0,9.818181818181818
272,KY688123.1,KY688123.1,"Middle East respiratory syndrome-related coronavirus strain Hu/Hufuf-KSA-11150/2015, complete genome",13-May-2015,['Saudi Arabia'],30102,Homo sapiens,324.0,9.818181818181818
273,KY688122.1,KY688122.1,"Middle East respiratory syndrome-related coronavirus strain Hu/Hufuf-KSA-11767/2015, complete genome",27-May-2015,['Saudi Arabia'],30059,Homo sapiens,324.0,9.818181818181818
274,KY688121.1,KY688121.1,"Middle East respiratory syndrome-related coronavirus strain Hu/Hufuf-KSA-11442/2015, complete genome",22-May-2015,['Saudi Arabia'],30039,Homo sapiens,324.0,9.818181818181818
275,KY688120.1,KY688120.1,"Middle East respiratory syndrome-related coronavirus strain Hu/Hufuf-KSA-11002/2015, complete genome",10-May-2015,['Saudi Arabia'],30102,Homo sapiens,324.0,9.818181818181818
276,KY688119.1,KY688119.1,"Middle East respiratory syndrome-related coronavirus strain Hu/Aseer-KSA-Rs924/2015, complete genome",01-May-2015,['Saudi Arabia'],30061,Homo sapiens,324.0,9.818181818181818
277,KY688118.1,KY688118.1,"Middle East respiratory syndrome-related coronavirus strain Hu/Khobar-KSA-6736/2015, complete genome",07-Feb-2015,['Saudi Arabia'],30075,Homo sapiens,324.0,9.818181818181818
278,KY673149.1,KY673149.1,"Middle East respiratory syndrome-related coronavirus strain Camel/Oman_1_2015, complete genome",Jan-2015,['Oman'],30123,Camel,372.0,10.054054054054054
279,KY673148.1,KY673148.1,"Middle East respiratory syndrome-related coronavirus strain Hu/Oman_50_2015, complete genome",06-Jan-2015,['Oman'],30123,Homo sapiens,372.0,10.054054054054054
280,KY581700.1,KY581700.1,"Middle East respiratory syndrome-related coronavirus strain Camel/UAE_3B-C_2014, complete genome",18-Feb-2014,['United Arab Emirates'],30123,camel,372.0,10.054054054054054
281,KY581699.1,KY581699.1,"Middle East respiratory syndrome-related coronavirus strain Camel/UAE_2B-E_2014, complete genome",01-Jun-2014,['United Arab Emirates'],30123,camel,324.0,9.818181818181818
282,KY581698.1,KY581698.1,"Middle East respiratory syndrome-related coronavirus strain Camel/UAE_1H-F_2014, complete genome",01-Jun-2014,['United Arab Emirates'],30123,camel,324.0,9.818181818181818
283,KY581697.1,KY581697.1,"Middle East respiratory syndrome-related coronavirus strain Camel/UAE_1H-D_2014, complete genome",18-Feb-2014,['United Arab Emirates'],30123,camel,372.0,10.054054054054054
284,KY581696.1,KY581696.1,"Middle East respiratory syndrome-related coronavirus strain Camel/UAE_1H-B_2014, complete genome",12-Mar-2014,['United Arab Emirates'],30123,camel,372.0,10.054054054054054
285,KY581695.1,KY581695.1,"Middle East respiratory syndrome-related coronavirus strain Camel/UAE_1B-A_2014, complete genome",01-Jun-2014,['United Arab Emirates'],30123,camel,324.0,9.818181818181818
286,KY581694.1,KY581694.1,"Middle East respiratory syndrome-related coronavirus strain Hu/UAE_X_2014, complete genome",2014,['United Arab Emirates'],30123,Homo sapiens,324.0,9.818181818181818
287,KY581693.1,KY581693.1,"Middle East respiratory syndrome-related coronavirus strain Hu/UAE_032_2014, complete genome",20-Apr-2014,['United Arab Emirates'],30123,Homo sapiens,324.0,9.818181818181818
288,KY581692.1,KY581692.1,"Middle East respiratory syndrome-related coronavirus strain Hu/UAE_025_2014, complete genome",15-Apr-2014,['United Arab Emirates'],30123,Homo sapiens,372.0,10.054054054054054
289,KY581691.1,KY581691.1,"Middle East respiratory syndrome-related coronavirus strain Hu/UAE_023_2014, complete genome",14-Apr-2014,['United Arab Emirates'],30123,Homo sapiens,372.0,10.054054054054054
290,KY581690.1,KY581690.1,"Middle East respiratory syndrome-related coronavirus strain Hu/UAE_017_2014, complete genome",12-Apr-2014,['United Arab Emirates'],30123,Homo sapiens,372.0,10.054054054054054
291,KY581689.1,KY581689.1,"Middle East respiratory syndrome-related coronavirus strain Hu/UAE_015_2014, complete genome",10-Apr-2014,['United Arab Emirates'],30123,Homo sapiens,372.0,10.054054054054054
292,KY581688.1,KY581688.1,"Middle East respiratory syndrome-related coronavirus strain Hu/UAE_011_2014, complete genome",10-Apr-2014,['United Arab Emirates'],30123,Homo sapiens,372.0,10.054054054054054
293,KY581687.1,KY581687.1,"Middle East respiratory syndrome-related coronavirus strain Hu/UAE_011_2013, complete genome",23-Dec-2013,['United Arab Emirates'],30123,Homo sapiens,324.0,9.818181818181818
294,KY581686.1,KY581686.1,"Middle East respiratory syndrome-related coronavirus strain Hu/UAE_009_2014, complete genome",10-Apr-2014,['United Arab Emirates'],30123,Homo sapiens,372.0,10.054054054054054
295,KY581685.1,KY581685.1,"Middle East respiratory syndrome-related coronavirus strain Hu/UAE_004_2013, complete genome",12-Jul-2013,['United Arab Emirates'],30123,Homo sapiens,324.0,9.818181818181818
296,KY581684.1,KY581684.1,"Middle East respiratory syndrome-related coronavirus strain Hu/UAE_002_2013, complete genome",10-Jul-2013,['United Arab Emirates'],30123,Homo sapiens,324.0,9.818181818181818
297,MG366883.1,MG366883.1,"Middle East respiratory syndrome-related coronavirus strain Hu/Riyadh-KSA-10024/2017, complete genome",15-Jun-2015,['Saudi Arabia'],30123,Homo sapiens,312.0,9.75
298,MG366882.1,MG366882.1,"Middle East respiratory syndrome-related coronavirus strain Hu/Riyadh-KSA-8683/2017, complete genome",07-Jun-2015,['Saudi Arabia'],30123,Homo sapiens,312.0,9.75
299,MG366881.1,MG366881.1,"Middle East respiratory syndrome-related coronavirus strain Hu/Riyadh-KSA-8677/2017, complete genome",07-Jun-2015,['Saudi Arabia'],30123,Homo sapiens,312.0,9.75
300,MG366880.1,MG366880.1,"Middle East respiratory syndrome-related coronavirus strain Hu/Riyadh-KSA-7436/2017, complete genome",02-Jun-2015,['Saudi Arabia'],30123,Homo sapiens,306.0,9.870967741935484
301,MF598722.1,MF598722.1,"Middle East respiratory syndrome-related coronavirus strain camel/UAE_415915_W6_2015, complete genome",Apr-2015,['United Arab Emirates'],30123,Camelus dromedarius,312.0,9.75
302,MF598721.1,MF598721.1,"Middle East respiratory syndrome-related coronavirus strain camel/UAE_416452_W6_2015, complete genome",Apr-2015,['United Arab Emirates'],30123,Camelus dromedarius,312.0,9.75
303,MF598720.1,MF598720.1,"Middle East respiratory syndrome-related coronavirus strain camel/UAE_416452_W5_2015, complete genome",Apr-2015,['United Arab Emirates'],30123,Camelus dromedarius,312.0,9.75
304,MF598719.1,MF598719.1,"Middle East respiratory syndrome-related coronavirus strain camel/UAE_415911_W4_2015, complete genome",Apr-2015,['United Arab Emirates'],30123,Camelus dromedarius,312.0,9.75
305,MF598718.1,MF598718.1,"Middle East respiratory syndrome-related coronavirus strain camel/UAE_415915_W4_2015, complete genome",Apr-2015,['United Arab Emirates'],30123,Camelus dromedarius,312.0,9.75
306,MF598717.1,MF598717.1,"Middle East respiratory syndrome-related coronavirus strain camel/UAE_417163_W4_2015, complete genome",Apr-2015,['United Arab Emirates'],30123,Camelus dromedarius,312.0,9.75
307,MF598716.1,MF598716.1,"Middle East respiratory syndrome-related coronavirus strain camel/UAE_414486_W4_2015, complete genome",Apr-2015,['United Arab Emirates'],30123,Camelus dromedarius,312.0,9.75
308,MF598715.1,MF598715.1,"Middle East respiratory syndrome-related coronavirus strain camel/UAE_416452_W4_2015, complete genome",Apr-2015,['United Arab Emirates'],30123,Camelus dromedarius,312.0,9.75
309,MF598714.1,MF598714.1,"Middle East respiratory syndrome-related coronavirus strain camel/UAE_414500_W4_2015, complete genome",Apr-2015,['United Arab Emirates'],30123,Camelus dromedarius,312.0,9.75
310,MF598713.1,MF598713.1,"Middle East respiratory syndrome-related coronavirus strain camel/UAE_414377_W4_2015, complete genome",Apr-2015,['United Arab Emirates'],30123,Camelus dromedarius,312.0,9.75
311,MF598712.1,MF598712.1,"Middle East respiratory syndrome-related coronavirus strain camel/UAE_414492_W4_2015, complete genome",Apr-2015,['United Arab Emirates'],30123,Camelus dromedarius,324.0,9.818181818181818
312,MF598711.1,MF598711.1,"Middle East respiratory syndrome-related coronavirus strain camel/UAE_414481_W4_2015, complete genome",Apr-2015,['United Arab Emirates'],30123,Camelus dromedarius,324.0,9.818181818181818
313,MF598710.1,MF598710.1,"Middle East respiratory syndrome-related coronavirus strain camel/UAE_417162_W4_2015, complete genome",Apr-2015,['United Arab Emirates'],30123,Camelus dromedarius,312.0,9.75
314,MF598709.1,MF598709.1,"Middle East respiratory syndrome-related coronavirus strain camel/UAE_414485_W4_2015, complete genome",Apr-2015,['United Arab Emirates'],30123,Camelus dromedarius,324.0,9.818181818181818
315,MF598708.1,MF598708.1,"Middle East respiratory syndrome-related coronavirus strain camel/UAE_414492_W3_2015, complete genome",Apr-2015,['United Arab Emirates'],30123,Camelus dromedarius,312.0,9.75
316,MF598707.1,MF598707.1,"Middle East respiratory syndrome-related coronavirus strain camel/UAE_415915_W3_2015, complete genome",Apr-2015,['United Arab Emirates'],30123,Camelus dromedarius,312.0,9.75
317,MF598706.1,MF598706.1,"Middle East respiratory syndrome-related coronavirus strain camel/UAE_415911_W3_2015, complete genome",Apr-2015,['United Arab Emirates'],30123,Camelus dromedarius,312.0,9.75
318,MF598705.1,MF598705.1,"Middle East respiratory syndrome-related coronavirus strain camel/UAE_414486_W3_2015, complete genome",Apr-2015,['United Arab Emirates'],30123,Camelus dromedarius,312.0,9.75
319,MF598704.1,MF598704.1,"Middle East respiratory syndrome-related coronavirus strain camel/UAE_414500_W3_2015, complete genome",Apr-2015,['United Arab Emirates'],30123,Camelus dromedarius,312.0,9.75
320,MF598703.1,MF598703.1,"Middle East respiratory syndrome-related coronavirus strain camel/UAE_414480_W3_2015, complete genome",Apr-2015,['United Arab Emirates'],30123,Camelus dromedarius,312.0,9.75
321,MF598702.1,MF598702.1,"Middle East respiratory syndrome-related coronavirus strain camel/UAE_414377_W3_2015, complete genome",Apr-2015,['United Arab Emirates'],30123,Camelus dromedarius,324.0,9.818181818181818
322,MF598701.1,MF598701.1,"Middle East respiratory syndrome-related coronavirus strain camel/UAE_414498_W3_2015, complete genome",Apr-2015,['United Arab Emirates'],30123,Camelus dromedarius,324.0,9.818181818181818
323,MF598700.1,MF598700.1,"Middle East respiratory syndrome-related coronavirus strain camel/UAE_414379_W3_2015, complete genome",Apr-2015,['United Arab Emirates'],30123,Camelus dromedarius,324.0,9.818181818181818
324,MF598699.1,MF598699.1,"Middle East respiratory syndrome-related coronavirus strain camel/UAE_414485_W3_2015, complete genome",Apr-2015,['United Arab Emirates'],30123,Camelus dromedarius,324.0,9.818181818181818
325,MF598698.1,MF598698.1,"Middle East respiratory syndrome-related coronavirus strain camel/UAE_B111_2015, complete genome",Mar-2015,['United Arab Emirates'],30123,Camelus dromedarius,324.0,9.818181818181818
326,MF598697.1,MF598697.1,"Middle East respiratory syndrome-related coronavirus strain camel/UAE_B110_2015, complete genome",Mar-2015,['United Arab Emirates'],30123,Camelus dromedarius,324.0,9.818181818181818
327,MF598696.1,MF598696.1,"Middle East respiratory syndrome-related coronavirus strain camel/UAE_B109_2015, complete genome",Mar-2015,['United Arab Emirates'],30123,Camelus dromedarius,324.0,9.818181818181818
328,MF598695.1,MF598695.1,"Middle East respiratory syndrome-related coronavirus strain camel/UAE_B108_2015, complete genome",Mar-2015,['United Arab Emirates'],30123,Camelus dromedarius,324.0,9.818181818181818
329,MF598694.1,MF598694.1,"Middle East respiratory syndrome-related coronavirus strain camel/UAE_B107_2015, complete genome",Mar-2015,['United Arab Emirates'],30123,Camelus dromedarius,324.0,9.818181818181818
330,MF598693.1,MF598693.1,"Middle East respiratory syndrome-related coronavirus strain camel/UAE_B106_2015, complete genome",Mar-2015,['United Arab Emirates'],30123,Camelus dromedarius,324.0,9.818181818181818
331,MF598692.1,MF598692.1,"Middle East respiratory syndrome-related coronavirus strain camel/UAE_B105_2015, complete genome",Mar-2015,['United Arab Emirates'],30123,Camelus dromedarius,324.0,9.818181818181818
332,MF598691.1,MF598691.1,"Middle East respiratory syndrome-related coronavirus strain camel/UAE_B104_2015, complete genome",Mar-2015,['United Arab Emirates'],30123,Camelus dromedarius,324.0,9.818181818181818
333,MF598690.1,MF598690.1,"Middle East respiratory syndrome-related coronavirus strain camel/UAE_B103_2015, complete genome",Mar-2015,['United Arab Emirates'],30123,Camelus dromedarius,312.0,9.75
334,MF598689.1,MF598689.1,"Middle East respiratory syndrome-related coronavirus strain camel/UAE_B102_2015, complete genome",Mar-2015,['United Arab Emirates'],30121,Camelus dromedarius,372.0,10.054054054054054
335,MF598688.1,MF598688.1,"Middle East respiratory syndrome-related coronavirus strain camel/UAE_B101_2015, complete genome",Mar-2015,['United Arab Emirates'],30123,Camelus dromedarius,324.0,9.818181818181818
336,MF598687.1,MF598687.1,"Middle East respiratory syndrome-related coronavirus strain camel/UAE_B100_2015, complete genome",Mar-2015,['United Arab Emirates'],30123,Camelus dromedarius,372.0,10.054054054054054
337,MF598686.1,MF598686.1,"Middle East respiratory syndrome-related coronavirus strain camel/UAE_B99_2015, complete genome",Mar-2015,['United Arab Emirates'],30123,Camelus dromedarius,324.0,9.818181818181818
338,MF598685.1,MF598685.1,"Middle East respiratory syndrome-related coronavirus strain camel/UAE_B97_2015, complete genome",Mar-2015,['United Arab Emirates'],30123,Camelus dromedarius,324.0,9.818181818181818
339,MF598684.1,MF598684.1,"Middle East respiratory syndrome-related coronavirus strain camel/UAE_B96_2015, complete genome",Mar-2015,['United Arab Emirates'],30123,Camelus dromedarius,324.0,9.818181818181818
340,MF598683.1,MF598683.1,"Middle East respiratory syndrome-related coronavirus strain camel/UAE_B95_2015, complete genome",Mar-2015,['United Arab Emirates'],30123,Camelus dromedarius,324.0,9.818181818181818
341,MF598682.1,MF598682.1,"Middle East respiratory syndrome-related coronavirus strain camel/UAE_B93_2015, complete genome",Mar-2015,['United Arab Emirates'],30123,Camelus dromedarius,312.0,9.75
342,MF598681.1,MF598681.1,"Middle East respiratory syndrome-related coronavirus strain camel/UAE_B92_2015, complete genome",Mar-2015,['United Arab Emirates'],30123,Camelus dromedarius,372.0,10.054054054054054
343,MF598680.1,MF598680.1,"Middle East respiratory syndrome-related coronavirus strain camel/UAE_B91_2015, complete genome",Mar-2015,['United Arab Emirates'],30123,Camelus dromedarius,324.0,9.818181818181818
344,MF598679.1,MF598679.1,"Middle East respiratory syndrome-related coronavirus strain camel/UAE_B90_2015, complete genome",Mar-2015,['United Arab Emirates'],30123,Camelus dromedarius,324.0,9.818181818181818
345,MF598678.1,MF598678.1,"Middle East respiratory syndrome-related coronavirus strain camel/UAE_B88_2015, complete genome",Mar-2015,['United Arab Emirates'],30123,Camelus dromedarius,312.0,9.75
346,MF598677.1,MF598677.1,"Middle East respiratory syndrome-related coronavirus strain camel/UAE_B87_2015, complete genome",Mar-2015,['United Arab Emirates'],30123,Camelus dromedarius,372.0,10.054054054054054
347,MF598676.1,MF598676.1,"Middle East respiratory syndrome-related coronavirus strain camel/UAE_B86_2015, complete genome",Mar-2015,['United Arab Emirates'],30123,Camelus dromedarius,324.0,9.818181818181818
348,MF598675.1,MF598675.1,"Middle East respiratory syndrome-related coronavirus strain camel/UAE_B85_2015, complete genome",Mar-2015,['United Arab Emirates'],30123,Camelus dromedarius,324.0,9.818181818181818
349,MF598674.1,MF598674.1,"Middle East respiratory syndrome-related coronavirus strain camel/UAE_B84_2015, complete genome",Mar-2015,['United Arab Emirates'],30123,Camelus dromedarius,324.0,9.818181818181818
350,MF598673.1,MF598673.1,"Middle East respiratory syndrome-related coronavirus strain camel/UAE_B83_2015, complete genome",Mar-2015,['United Arab Emirates'],30123,Camelus dromedarius,312.0,9.75
351,MF598672.1,MF598672.1,"Middle East respiratory syndrome-related coronavirus strain camel/UAE_B82_2015, complete genome",Mar-2015,['United Arab Emirates'],30123,Camelus dromedarius,372.0,10.054054054054054
352,MF598671.1,MF598671.1,"Middle East respiratory syndrome-related coronavirus strain camel/UAE_B81_2015, complete genome",Mar-2015,['United Arab Emirates'],30123,Camelus dromedarius,324.0,9.818181818181818
353,MF598670.1,MF598670.1,"Middle East respiratory syndrome-related coronavirus strain camel/UAE_B80_2015, complete genome",Mar-2015,['United Arab Emirates'],30123,Camelus dromedarius,372.0,10.054054054054054
354,MF598669.1,MF598669.1,"Middle East respiratory syndrome-related coronavirus strain camel/UAE_B79_2015, complete genome",Mar-2015,['United Arab Emirates'],30123,Camelus dromedarius,324.0,9.818181818181818
355,MF598668.1,MF598668.1,"Middle East respiratory syndrome-related coronavirus strain camel/UAE_B78_2015, complete genome",Mar-2015,['United Arab Emirates'],30123,Camelus dromedarius,324.0,9.818181818181818
356,MF598667.1,MF598667.1,"Middle East respiratory syndrome-related coronavirus strain camel/UAE_B77_2015, complete genome",Mar-2015,['United Arab Emirates'],30123,Camelus dromedarius,372.0,10.054054054054054
357,MF598666.1,MF598666.1,"Middle East respiratory syndrome-related coronavirus strain camel/UAE_B76_2015, complete genome",Mar-2015,['United Arab Emirates'],30123,Camelus dromedarius,324.0,9.818181818181818
358,MF598665.1,MF598665.1,"Middle East respiratory syndrome-related coronavirus strain camel/UAE_B75_2015, complete genome",Mar-2015,['United Arab Emirates'],30123,Camelus dromedarius,324.0,9.818181818181818
359,MF598664.1,MF598664.1,"Middle East respiratory syndrome-related coronavirus strain camel/UAE_B74_2015, complete genome",Mar-2015,['United Arab Emirates'],30123,Camelus dromedarius,324.0,9.818181818181818
360,MF598663.1,MF598663.1,"Middle East respiratory syndrome-related coronavirus strain camel/UAE_B73_2015, complete genome",Mar-2015,['United Arab Emirates'],30123,Camelus dromedarius,324.0,9.818181818181818
361,MF598662.1,MF598662.1,"Middle East respiratory syndrome-related coronavirus strain camel/UAE_B72_2015, complete genome",Mar-2015,['United Arab Emirates'],30123,Camelus dromedarius,324.0,9.818181818181818
362,MF598661.1,MF598661.1,"Middle East respiratory syndrome-related coronavirus strain camel/UAE_B71_2015, complete genome",Mar-2015,['United Arab Emirates'],30123,Camelus dromedarius,324.0,9.818181818181818
363,MF598660.1,MF598660.1,"Middle East respiratory syndrome-related coronavirus strain camel/UAE_B70_2015, complete genome",Mar-2015,['United Arab Emirates'],30123,Camelus dromedarius,324.0,9.818181818181818
364,MF598659.1,MF598659.1,"Middle East respiratory syndrome-related coronavirus strain camel/UAE_B69_2015, complete genome",Mar-2015,['United Arab Emirates'],30123,Camelus dromedarius,312.0,9.75
365,MF598658.1,MF598658.1,"Middle East respiratory syndrome-related coronavirus strain camel/UAE_B68_2015, complete genome",Mar-2015,['United Arab Emirates'],30123,Camelus dromedarius,324.0,9.818181818181818
366,MF598657.1,MF598657.1,"Middle East respiratory syndrome-related coronavirus strain camel/UAE_B67_2015, complete genome",Mar-2015,['United Arab Emirates'],30123,Camelus dromedarius,324.0,9.818181818181818
367,MF598656.1,MF598656.1,"Middle East respiratory syndrome-related coronavirus strain camel/UAE_B66_2015, complete genome",Mar-2015,['United Arab Emirates'],30123,Camelus dromedarius,372.0,10.054054054054054
368,MF598655.1,MF598655.1,"Middle East respiratory syndrome-related coronavirus strain camel/UAE_B65_2015, complete genome",Mar-2015,['United Arab Emirates'],30123,Camelus dromedarius,312.0,9.75
369,MF598654.1,MF598654.1,"Middle East respiratory syndrome-related coronavirus strain camel/UAE_B64_2015, complete genome",Mar-2015,['United Arab Emirates'],30123,Camelus dromedarius,324.0,9.818181818181818
370,MF598653.1,MF598653.1,"Middle East respiratory syndrome-related coronavirus strain camel/UAE_B63_2015, complete genome",Mar-2015,['United Arab Emirates'],30123,Camelus dromedarius,360.0,10.0
371,MF598652.1,MF598652.1,"Middle East respiratory syndrome-related coronavirus strain camel/UAE_B62_2015, complete genome",Mar-2015,['United Arab Emirates'],30123,Camelus dromedarius,372.0,10.054054054054054
372,MF598651.1,MF598651.1,"Middle East respiratory syndrome-related coronavirus strain camel/UAE_B61_2015, complete genome",Mar-2015,['United Arab Emirates'],30123,Camelus dromedarius,324.0,9.818181818181818
373,MF598650.1,MF598650.1,"Middle East respiratory syndrome-related coronavirus strain camel/UAE_B60_2015, complete genome",Mar-2015,['United Arab Emirates'],30123,Camelus dromedarius,372.0,10.054054054054054
374,MF598649.1,MF598649.1,"Middle East respiratory syndrome-related coronavirus strain camel/UAE_B59_2015, complete genome",Mar-2015,['United Arab Emirates'],30123,Camelus dromedarius,372.0,10.054054054054054
375,MF598648.1,MF598648.1,"Middle East respiratory syndrome-related coronavirus strain camel/UAE_B58_2015, complete genome",Mar-2015,['United Arab Emirates'],30123,Camelus dromedarius,324.0,9.818181818181818
376,MF598647.1,MF598647.1,"Middle East respiratory syndrome-related coronavirus strain camel/UAE_B56_2015, complete genome",Mar-2015,['United Arab Emirates'],30123,Camelus dromedarius,372.0,10.054054054054054
377,MF598646.1,MF598646.1,"Middle East respiratory syndrome-related coronavirus strain camel/UAE_B55_2015, complete genome",Mar-2015,['United Arab Emirates'],30123,Camelus dromedarius,324.0,9.818181818181818
378,MF598645.1,MF598645.1,"Middle East respiratory syndrome-related coronavirus strain camel/UAE_B54_2015, complete genome",Mar-2015,['United Arab Emirates'],30123,Camelus dromedarius,324.0,9.818181818181818
379,MF598644.1,MF598644.1,"Middle East respiratory syndrome-related coronavirus strain camel/UAE_B53_2015, complete genome",Mar-2015,['United Arab Emirates'],30123,Camelus dromedarius,324.0,9.818181818181818
380,MF598643.1,MF598643.1,"Middle East respiratory syndrome-related coronavirus strain camel/UAE_B52_2015, complete genome",Mar-2015,['United Arab Emirates'],30123,Camelus dromedarius,324.0,9.818181818181818
381,MF598642.1,MF598642.1,"Middle East respiratory syndrome-related coronavirus strain camel/UAE_B51_2015, complete genome",Mar-2015,['United Arab Emirates'],30123,Camelus dromedarius,324.0,9.818181818181818
382,MF598641.1,MF598641.1,"Middle East respiratory syndrome-related coronavirus strain camel/UAE_B50_2015, complete genome",Mar-2015,['United Arab Emirates'],30123,Camelus dromedarius,324.0,9.818181818181818
383,MF598640.1,MF598640.1,"Middle East respiratory syndrome-related coronavirus strain camel/UAE_B49_2015, complete genome",Mar-2015,['United Arab Emirates'],30123,Camelus dromedarius,312.0,9.75
384,MF598639.1,MF598639.1,"Middle East respiratory syndrome-related coronavirus strain camel/UAE_B48_2015, complete genome",Mar-2015,['United Arab Emirates'],30123,Camelus dromedarius,372.0,10.054054054054054
385,MF598638.1,MF598638.1,"Middle East respiratory syndrome-related coronavirus strain camel/UAE_B47_2015, complete genome",Mar-2015,['United Arab Emirates'],30123,Camelus dromedarius,324.0,9.818181818181818
386,MF598637.1,MF598637.1,"Middle East respiratory syndrome-related coronavirus strain camel/UAE_B46_2015, complete genome",Mar-2015,['United Arab Emirates'],30123,Camelus dromedarius,324.0,9.818181818181818
387,MF598636.1,MF598636.1,"Middle East respiratory syndrome-related coronavirus strain camel/UAE_B45_2015, complete genome",Mar-2015,['United Arab Emirates'],30123,Camelus dromedarius,372.0,10.054054054054054
388,MF598635.1,MF598635.1,"Middle East respiratory syndrome-related coronavirus strain camel/UAE_B44_2015, complete genome",Mar-2015,['United Arab Emirates'],30123,Camelus dromedarius,372.0,10.054054054054054
389,MF598634.1,MF598634.1,"Middle East respiratory syndrome-related coronavirus strain camel/UAE_B42_2015, complete genome",Mar-2015,['United Arab Emirates'],30123,Camelus dromedarius,312.0,9.75
390,MF598633.1,MF598633.1,"Middle East respiratory syndrome-related coronavirus strain camel/UAE_B41_2015, complete genome",Mar-2015,['United Arab Emirates'],30123,Camelus dromedarius,324.0,9.818181818181818
391,MF598632.1,MF598632.1,"Middle East respiratory syndrome-related coronavirus strain camel/UAE_B40_2015, complete genome",Mar-2015,['United Arab Emirates'],30123,Camelus dromedarius,324.0,9.818181818181818
392,MF598631.1,MF598631.1,"Middle East respiratory syndrome-related coronavirus strain camel/UAE_B39_2015, complete genome",Mar-2015,['United Arab Emirates'],30123,Camelus dromedarius,324.0,9.818181818181818
393,MF598630.1,MF598630.1,"Middle East respiratory syndrome-related coronavirus strain camel/UAE_B38_2015, complete genome",Mar-2015,['United Arab Emirates'],30123,Camelus dromedarius,324.0,9.818181818181818
394,MF598629.1,MF598629.1,"Middle East respiratory syndrome-related coronavirus strain camel/UAE_B37_2015, complete genome",Mar-2015,['United Arab Emirates'],30123,Camelus dromedarius,324.0,9.818181818181818
395,MF598628.1,MF598628.1,"Middle East respiratory syndrome-related coronavirus strain camel/UAE_B36_2015, complete genome",Mar-2015,['United Arab Emirates'],30123,Camelus dromedarius,292.0,9.733333333333333
396,MF598627.1,MF598627.1,"Middle East respiratory syndrome-related coronavirus strain camel/UAE_B35_2015, complete genome",Mar-2015,['United Arab Emirates'],30123,Camelus dromedarius,324.0,9.818181818181818
397,MF598626.1,MF598626.1,"Middle East respiratory syndrome-related coronavirus strain camel/UAE_B34_2015, complete genome",Mar-2015,['United Arab Emirates'],30123,Camelus dromedarius,324.0,9.818181818181818
398,MF598625.1,MF598625.1,"Middle East respiratory syndrome-related coronavirus strain camel/UAE_B33_2015, complete genome",Mar-2015,['United Arab Emirates'],30123,Camelus dromedarius,324.0,9.818181818181818
399,MF598624.1,MF598624.1,"Middle East respiratory syndrome-related coronavirus strain camel/UAE_B32_2015, complete genome",Mar-2015,['United Arab Emirates'],30123,Camelus dromedarius,324.0,9.818181818181818
400,MF598623.1,MF598623.1,"Middle East respiratory syndrome-related coronavirus strain camel/UAE_B31_2015, complete genome",Mar-2015,['United Arab Emirates'],30123,Camelus dromedarius,324.0,9.818181818181818
401,MF598622.1,MF598622.1,"Middle East respiratory syndrome-related coronavirus strain camel/UAE_B30_2015, complete genome",Mar-2015,['United Arab Emirates'],30123,Camelus dromedarius,324.0,9.818181818181818
402,MF598621.1,MF598621.1,"Middle East respiratory syndrome-related coronavirus strain camel/UAE_B29_2015, complete genome",Mar-2015,['United Arab Emirates'],30123,Camelus dromedarius,324.0,9.818181818181818
403,MF598620.1,MF598620.1,"Middle East respiratory syndrome-related coronavirus strain camel/UAE_B28_2015, complete genome",Mar-2015,['United Arab Emirates'],30123,Camelus dromedarius,324.0,9.818181818181818
404,MF598619.1,MF598619.1,"Middle East respiratory syndrome-related coronavirus strain camel/UAE_B27_2015, complete genome",Mar-2015,['United Arab Emirates'],30123,Camelus dromedarius,372.0,10.054054054054054
405,MF598618.1,MF598618.1,"Middle East respiratory syndrome-related coronavirus strain camel/UAE_B26_2015, complete genome",Mar-2015,['United Arab Emirates'],30123,Camelus dromedarius,324.0,9.818181818181818
406,MF598617.1,MF598617.1,"Middle East respiratory syndrome-related coronavirus strain camel/UAE_B25_2015, complete genome",Mar-2015,['United Arab Emirates'],30123,Camelus dromedarius,312.0,9.75
407,MF598616.1,MF598616.1,"Middle East respiratory syndrome-related coronavirus strain camel/UAE_B24_2015, complete genome",Mar-2015,['United Arab Emirates'],30123,Camelus dromedarius,372.0,10.054054054054054
